incident_id,date,lon,lat,depth_cm,damage_kvs,cause,injuries
FI0057,2023-08-31,14.260204,41.607292,5.0,35.9,river_overflow,0
FI0058,2021-09-29,13.976727,41.6965,21.9,505.3,river_overflow,0
FI0059,2019-12-26,14.081527,41.70248,61.6,1096.4,flash_flood,0
FI0060,2019-04-12,14.027848,41.714352,42.2,137.9,flash_flood,0
FI0061,2021-04-01,13.928154,41.775848,51.0,1718.5,river_overflow,0
FI0062,2021-04-12,14.323202,41.631144,29.2,330.8,river_overflow,0
FI0063,2021-12-16,13.936968,41.718276,45.7,336.7,flash_flood,1
FI0064,2023-05-15,14.031835,41.714759,125.2,1536.3,river_overflow,1
FI0065,2018-07-30,14.189982,41.710893,,2382.0,river_overflow,0
FI0066,2020-07-04,14.22136,41.700432,37.0,689.0,river_overflow,0
FI0067,2024-06-24,14.057345,41.703512,80.4,659.9,river_overflow,0
FI0068,2021-10-13,13.968723,41.706897,42.4,1981.1,river_overflow,0
FI0069,2017-09-26,14.003375,41.70998,80.1,372.5,river_overflow,0
FI0070,2021-11-26,13.997071,41.708238,46.9,663.8,river_overflow,0
FI0071,2016-04-14,13.997485,41.709214,108.7,1332.4,drainage_failure,0
FI0072,2023-12-31,13.970518,41.710283,13.7,140.0,flash_flood,0
FI0073,2018-03-26,14.183494,41.638048,31.4,947.9,river_overflow,1
FI0074,2016-09-06,13.991332,41.716456,54.2,554.3,river_overflow,0
FI0075,2024-11-25,13.946338,41.691473,19.3,1166.9,river_overflow,0
FI0076,2022-03-18,14.019002,41.708693,38.1,594.9,flash_flood,0
FI0077,2018-11-14,14.004965,41.71033,60.7,836.0,river_overflow,0
FI0078,2020-08-24,13.959445,41.698373,41.3,416.1,river_overflow,0
FI0079,2021-08-09,14.037749,41.708487,73.1,551.7,river_overflow,0
FI0080,2019-03-27,14.062352,41.701586,105.9,768.3,flash_flood,0
FI0081,2021-04-27,13.880231,41.800043,51.6,1333.7,drainage_failure,0
FI0082,2024-07-04,13.889403,41.790883,44.6,1041.8,river_overflow,0
FI0083,2017-07-25,14.05426,41.703583,90.6,3645.6,drainage_failure,1
FI0084,2016-08-26,14.170141,41.642549,69.4,2353.5,flash_flood,1
FI0085,2022-09-26,13.937613,41.684533,55.3,474.1,river_overflow,0
FI0086,2022-04-16,14.14772,41.647215,74.3,810.8,river_overflow,0
FI0087,2024-04-04,14.027039,41.713746,83.1,1993.6,river_overflow,0
FI0088,2016-04-14,13.971358,41.694491,83.9,1189.3,drainage_failure,0
FI0089,2020-01-15,14.037286,41.707037,65.4,904.1,drainage_failure,0
FI0090,2019-04-27,13.981955,41.707179,57.0,808.9,river_overflow,0
FI0091,2023-07-05,13.99521,41.714545,24.0,412.1,river_overflow,0
FI0092,2022-10-05,13.98156,41.697801,68.5,700.9,drainage_failure,0
FI0093,2023-08-22,13.997045,41.715706,38.0,412.4,drainage_failure,0
FI0094,2024-04-05,14.044646,41.711967,55.9,503.9,flash_flood,1
FI0095,2017-04-13,14.295986,41.732989,42.7,216.6,coastal_surge,0
FI0096,2020-12-24,13.955802,41.711599,29.1,246.1,river_overflow,0
FI0097,2020-11-12,13.952696,41.701699,50.7,741.8,drainage_failure,0
FI0098,2016-11-07,14.189743,41.638945,30.8,1119.6,coastal_surge,0
FI0099,2023-07-30,14.017946,41.707605,42.9,1184.7,drainage_failure,0
FI0100,2023-07-25,13.947473,41.712372,65.7,739.3,flash_flood,1
FI0101,2021-10-25,14.007123,41.710978,,226.1,river_overflow,0
FI0102,2015-02-10,14.039265,41.712238,72.8,265.7,river_overflow,0
FI0103,2022-11-07,13.911794,41.795266,99.4,822.5,flash_flood,0
FI0104,2018-08-07,13.941032,41.718597,74.5,645.0,flash_flood,0
FI0105,2022-02-17,13.89191,41.802629,31.7,461.3,river_overflow,0
FI0106,2018-05-04,14.009284,41.710949,53.2,261.4,river_overflow,0
FI0107,2020-02-10,14.106598,41.707754,84.5,822.6,river_overflow,0
FI0108,2024-07-06,13.871653,41.789896,42.7,1035.4,flash_flood,0
FI0109,2020-08-02,14.000443,41.707033,72.5,694.7,river_overflow,0
FI0110,2016-05-05,13.880293,41.805864,27.3,269.1,river_overflow,0
FI0111,2018-05-11,13.898241,41.796241,,1161.6,flash_flood,0
FI0112,2015-07-20,13.939925,41.715835,31.8,396.4,drainage_failure,1
FI0113,2015-06-08,13.9153,41.796631,114.4,804.8,river_overflow,0
FI0114,2022-01-21,13.909029,41.796126,83.1,386.3,river_overflow,0
FI0115,2021-06-13,13.935876,41.683067,29.9,237.3,river_overflow,0
FI0116,2017-05-01,14.01332,41.710272,47.9,556.3,river_overflow,0
FI0117,2022-01-10,14.083779,41.694886,47.6,1015.1,coastal_surge,0
FI0118,2024-10-08,14.141777,41.666507,100.3,2583.5,river_overflow,0
FI0119,2020-01-09,13.982876,41.706167,51.2,899.4,river_overflow,0
FI0120,2017-02-26,13.904563,41.792902,,1295.5,river_overflow,0
FI0121,2020-11-18,13.909678,41.801259,87.8,2888.8,drainage_failure,0
FI0122,2020-02-02,13.962229,41.700703,64.5,1506.6,flash_flood,0
FI0123,2021-06-10,13.991433,41.706827,,2294.8,river_overflow,0
FI0124,2021-09-09,13.897892,41.8017,27.0,608.2,river_overflow,0
FI0125,2019-07-11,14.170065,41.647572,50.7,985.2,drainage_failure,0
FI0126,2021-05-29,14.038794,41.707591,68.7,993.3,flash_flood,0
FI0127,2019-10-28,14.135439,41.66496,177.4,3781.8,river_overflow,0
FI0128,2024-07-16,13.908172,41.798872,83.0,980.4,river_overflow,0
FI0129,2024-06-23,14.088568,41.701292,31.3,407.6,drainage_failure,0
FI0130,2023-08-04,13.997779,41.708431,192.0,1862.5,flash_flood,0
FI0131,2015-08-18,14.067435,41.700863,44.9,276.9,flash_flood,0
FI0132,2019-03-16,14.028297,41.713515,56.6,377.7,drainage_failure,0
FI0133,2022-03-08,13.905191,41.793865,74.3,684.6,river_overflow,1
FI0134,2020-03-27,13.988178,41.711436,,773.4,river_overflow,0
FI0135,2018-10-16,13.921659,41.792473,54.4,1063.8,river_overflow,1
FI0136,2015-04-24,13.896433,41.798528,53.5,189.1,coastal_surge,0
FI0137,2024-12-15,14.02346,41.7086,103.5,1185.2,drainage_failure,0
FI0138,2024-07-21,14.196463,41.700643,59.5,1450.8,drainage_failure,0
FI0139,2023-05-24,14.099708,41.682067,51.3,1410.4,flash_flood,0
FI0140,2019-02-23,13.893009,41.803944,24.9,222.6,flash_flood,1
FI0141,2015-12-10,13.977352,41.701931,108.3,958.2,river_overflow,0
FI0142,2019-05-11,14.101791,41.681488,,1690.5,drainage_failure,0
FI0143,2016-05-29,13.988843,41.711984,80.8,2166.4,river_overflow,0
FI0144,2021-06-22,13.942243,41.708325,115.8,1784.0,river_overflow,0
FI0145,2023-10-28,13.948086,41.707449,,760.8,river_overflow,0
FI0146,2021-08-27,13.980245,41.706126,63.3,858.6,drainage_failure,0
FI0147,2018-02-10,14.027937,41.714561,,332.0,drainage_failure,0
FI0148,2021-11-10,14.059933,41.706067,34.2,469.1,river_overflow,0
FI0149,2015-10-17,13.993657,41.711047,90.5,1848.8,drainage_failure,0
FI0150,2015-05-07,13.854426,41.791722,35.4,730.9,river_overflow,0
FI0151,2023-07-31,13.975558,41.702015,56.0,634.3,river_overflow,0
FI0152,2015-10-21,14.08558,41.698051,53.6,639.9,flash_flood,0
FI0153,2017-05-24,13.93471,41.686953,65.8,501.3,flash_flood,1
FI0154,2024-02-28,14.061164,41.699359,57.3,655.2,flash_flood,0
FI0155,2024-03-22,14.021532,41.716674,39.0,2845.3,river_overflow,0
FI0156,2019-01-31,14.067372,41.698499,80.3,1967.9,river_overflow,1
FI0157,2023-02-21,14.038585,41.707626,47.5,974.7,drainage_failure,0
FI0158,2024-09-26,13.993599,41.708153,73.4,884.9,river_overflow,0
FI0159,2023-01-28,14.169698,41.645287,48.0,1771.2,drainage_failure,0
FI0160,2016-09-12,13.952364,41.787856,25.7,216.0,drainage_failure,1
FI0161,2021-12-10,14.059002,41.701456,96.3,539.5,river_overflow,1
FI0162,2018-09-03,14.137797,41.668205,58.8,833.7,drainage_failure,1
FI0163,2022-08-12,14.267335,41.830594,17.8,353.0,drainage_failure,0
FI0164,2015-05-18,14.159989,41.64531,74.8,1011.2,river_overflow,1
FI0165,2020-08-05,13.882876,41.739327,38.5,670.7,drainage_failure,0
FI0166,2015-06-18,13.92447,41.724975,36.4,328.3,drainage_failure,0
FI0167,2015-02-24,14.139675,41.67089,15.4,360.5,flash_flood,0
FI0168,2017-01-20,14.193342,41.64134,59.6,794.0,flash_flood,0
FI0169,2024-01-19,13.935615,41.672016,,202.4,flash_flood,0
FI0170,2022-07-19,13.978624,41.69971,111.7,601.6,river_overflow,1
FI0171,2022-09-28,13.912583,41.730247,90.9,675.4,river_overflow,0
FI0172,2022-03-04,13.911278,41.80039,35.5,535.8,flash_flood,0
FI0173,2020-02-17,13.891294,41.81375,20.1,256.3,river_overflow,0
FI0174,2019-06-12,13.992317,41.708064,138.4,821.7,flash_flood,0
FI0175,2018-12-27,13.991898,41.711555,,413.7,flash_flood,0
FI0176,2016-09-24,13.949758,41.710615,82.5,2027.4,flash_flood,0
FI0177,2023-02-09,13.890092,41.799147,46.0,266.9,river_overflow,0
FI0178,2023-06-08,13.986896,41.703204,91.6,1269.0,river_overflow,1
FI0179,2021-02-20,13.955043,41.706948,60.1,1364.7,flash_flood,0
FI0180,2015-08-27,14.161019,41.645867,53.6,660.0,flash_flood,0
FI0181,2021-01-03,14.197635,41.636086,45.3,524.9,river_overflow,1
FI0182,2016-06-03,13.995951,41.714975,112.2,1629.4,river_overflow,0
FI0183,2017-04-02,13.959604,41.70619,45.9,635.4,flash_flood,1
FI0184,2018-06-27,13.90556,41.79287,30.1,288.9,coastal_surge,0
FI0185,2016-10-08,13.897421,41.803134,81.4,556.6,river_overflow,0
FI0186,2016-02-22,14.171365,41.646864,20.4,724.5,flash_flood,0
FI0187,2020-10-15,14.058092,41.707536,42.4,607.4,river_overflow,0
FI0188,2020-01-18,13.996799,41.708014,94.1,2792.5,drainage_failure,0
FI0189,2022-04-27,14.115996,41.685034,24.7,144.7,river_overflow,0
FI0190,2020-02-29,14.007045,41.708348,129.8,2160.0,drainage_failure,0
FI0191,2021-11-13,13.947747,41.698179,63.5,762.1,drainage_failure,0
FI0192,2016-12-02,14.060233,41.705463,36.4,490.0,drainage_failure,0
FI0193,2023-12-21,14.1019,41.695888,98.3,1068.1,drainage_failure,0
FI0194,2024-12-08,14.061437,41.702732,181.7,4331.5,drainage_failure,0
FI0195,2017-03-04,13.941356,41.783679,34.3,341.1,river_overflow,0
FI0196,2022-04-05,14.020509,41.715444,23.7,170.0,river_overflow,0
FI0197,2023-11-29,13.947594,41.712194,,556.4,coastal_surge,0
FI0198,2017-05-23,14.047227,41.714678,46.1,167.5,river_overflow,0
FI0199,2024-03-25,13.945048,41.689815,31.4,409.0,river_overflow,0
FI0200,2021-09-20,14.00443,41.70611,72.7,746.1,river_overflow,0
FI0201,2023-03-02,14.296215,41.738488,106.2,532.6,river_overflow,0
FI0202,2020-08-21,13.970837,41.795007,34.7,915.5,flash_flood,0
FI0203,2020-10-29,14.007556,41.70739,42.2,445.6,river_overflow,0
FI0204,2015-01-29,13.921235,41.790884,61.1,662.9,drainage_failure,0
FI0205,2022-01-05,14.008464,41.708747,99.0,1757.8,flash_flood,0
FI0206,2015-01-26,13.926734,41.775701,44.9,1295.8,river_overflow,0
FI0207,2024-01-21,13.99312,41.716334,,271.9,river_overflow,0
FI0208,2019-08-03,14.047594,41.705269,57.6,376.1,river_overflow,0
FI0209,2018-12-27,14.080235,41.7067,50.4,717.8,flash_flood,0
FI0210,2022-10-27,13.951968,41.710444,80.0,1756.1,river_overflow,0
FI0211,2023-02-28,13.934959,41.672206,18.3,876.6,flash_flood,0
FI0212,2021-12-30,13.98649,41.708757,,1025.0,flash_flood,0
FI0213,2019-05-02,13.946736,41.715449,,606.2,river_overflow,0
FI0214,2016-05-08,14.012583,41.712835,111.0,1115.8,river_overflow,0
FI0215,2023-02-12,14.185334,41.714873,78.5,2669.6,flash_flood,0
FI0216,2023-06-02,14.345831,41.657568,13.4,326.2,river_overflow,0
FI0217,2020-05-08,13.95672,41.782318,102.2,913.1,river_overflow,0
FI0218,2015-10-22,13.883747,41.79902,59.4,873.9,flash_flood,0
FI0219,2023-10-10,14.067219,41.70234,63.5,653.9,river_overflow,0
FI0220,2019-06-20,13.919658,41.726777,59.4,1494.2,river_overflow,0
FI0221,2021-10-04,14.310114,41.550412,149.1,2585.2,river_overflow,0
FI0222,2018-10-04,13.91893,41.786103,70.6,1089.9,coastal_surge,0
FI0223,2018-08-03,14.175196,41.639502,48.7,417.7,flash_flood,0
FI0224,2016-07-26,13.948632,41.780559,51.4,480.2,flash_flood,0
FI0225,2020-11-30,14.246923,41.717908,53.1,961.3,river_overflow,0
FI0226,2022-03-13,14.058709,41.705656,49.4,-1.0,drainage_failure,0
FI0227,2018-09-13,13.919611,41.794126,50.6,688.0,river_overflow,0
FI0228,2015-05-20,14.238113,41.702716,60.8,494.9,river_overflow,0
FI0229,2020-08-15,13.998352,41.715697,46.8,326.4,river_overflow,0
FI0230,2019-11-03,13.952672,41.701874,79.3,1706.1,river_overflow,0
FI0231,2016-12-15,13.891471,41.793049,47.1,411.2,flash_flood,0
FI0232,2023-12-14,13.88486,41.802267,37.6,1131.1,river_overflow,0
FI0233,2017-10-14,14.140182,41.658516,15.6,136.1,river_overflow,0
FI0234,2023-02-11,14.044308,41.710536,64.8,666.7,river_overflow,0
FI0235,2021-08-11,14.037288,41.710546,77.6,669.0,river_overflow,1
FI0236,2019-12-23,13.919571,41.728489,24.3,416.2,river_overflow,0
FI0237,2015-08-17,13.97478,41.790719,105.3,1039.3,river_overflow,0
FI0238,2016-01-30,14.163854,41.643385,85.1,851.0,river_overflow,0
FI0239,2016-07-02,14.023476,41.715667,52.9,476.9,flash_flood,0
FI0240,2016-02-01,13.868068,41.789975,40.5,415.8,drainage_failure,0
FI0241,2021-05-07,13.914494,41.789578,71.9,1014.5,flash_flood,0
FI0242,2017-06-19,13.902907,41.803725,170.7,-1.0,river_overflow,0
FI0243,2018-01-12,13.925016,41.782659,60.7,2336.5,flash_flood,0
FI0244,2018-07-07,14.201722,41.729103,71.4,633.8,flash_flood,0
FI0245,2018-01-04,14.057977,41.694694,10.2,107.7,river_overflow,0
FI0246,2020-07-15,13.887266,41.814854,101.5,970.2,drainage_failure,0
FI0247,2017-09-20,13.935547,41.7213,33.2,312.6,flash_flood,0
FI0248,2016-09-14,14.021381,41.715348,49.8,406.2,drainage_failure,0
FI0249,2024-11-19,14.056723,41.709746,56.5,357.4,drainage_failure,0
FI0250,2018-10-12,14.045219,41.700908,,541.0,river_overflow,0
FI0251,2023-01-29,14.009636,41.707819,150.5,2411.9,drainage_failure,0
FI0252,2023-07-09,14.059557,41.696488,106.9,1104.8,river_overflow,0
FI0253,2020-12-13,14.113434,41.679041,32.2,308.2,flash_flood,0
FI0254,2023-10-20,13.901148,41.803536,78.6,693.8,flash_flood,1
FI0255,2020-07-16,13.881837,41.797758,97.4,4055.1,drainage_failure,0
FI0256,2020-06-17,13.987281,41.714941,146.2,1060.7,drainage_failure,0
FI0257,2019-05-13,13.992157,41.716491,75.5,1407.1,river_overflow,1
FI0258,2016-03-16,13.990043,41.707441,46.4,1120.7,flash_flood,0
FI0259,2019-05-23,14.161094,41.644147,59.7,547.7,flash_flood,0
FI0260,2023-05-08,13.895096,41.79257,26.7,1045.5,river_overflow,0
FI0261,2020-12-07,14.329205,41.726743,6.2,144.4,flash_flood,0
FI0262,2022-12-28,14.025503,41.711192,50.8,2029.8,river_overflow,0
FI0263,2020-10-23,13.946281,41.705803,39.1,834.4,flash_flood,0
FI0264,2024-11-08,13.940965,41.693373,68.4,781.5,flash_flood,0
FI0265,2020-03-26,13.883926,41.795222,111.8,1308.3,drainage_failure,0
FI0266,2021-04-22,14.234087,41.778357,119.1,1872.1,flash_flood,0
FI0267,2022-04-12,14.045074,41.706942,98.7,3203.9,flash_flood,0
FI0268,2017-05-27,13.959011,41.695143,47.8,587.1,flash_flood,0
FI0269,2024-05-16,13.986185,41.696534,58.2,770.0,river_overflow,1
FI0270,2024-08-08,13.889142,41.79116,103.2,1170.7,river_overflow,0
FI0271,2015-09-25,13.950983,41.711992,29.7,875.5,drainage_failure,0
FI0272,2024-05-17,13.969751,41.703979,73.8,407.1,drainage_failure,0
FI0273,2023-07-31,14.043617,41.70694,82.1,1960.2,coastal_surge,0
FI0274,2023-10-22,13.989455,41.701906,110.9,1280.9,river_overflow,0
FI0275,2017-01-08,13.957933,41.77883,30.0,523.3,flash_flood,0
FI0276,2024-09-08,13.916048,41.739832,73.1,898.6,flash_flood,0
FI0277,2024-12-21,14.111727,41.673996,56.0,813.9,flash_flood,0
FI0278,2022-03-06,13.99267,41.719893,60.6,1770.4,river_overflow,0
FI0279,2020-10-05,13.986105,41.725372,7.2,74.0,river_overflow,0
FI0280,2022-06-21,13.900788,41.808463,40.6,1541.5,drainage_failure,0
FI0281,2020-03-11,13.875982,41.786849,42.6,762.2,drainage_failure,0
FI0282,2024-08-17,14.15295,41.635939,23.1,446.1,drainage_failure,1
FI0283,2015-12-06,14.068532,41.702848,93.8,521.8,flash_flood,0
FI0284,2019-05-01,13.948206,41.686187,51.9,263.9,river_overflow,1
FI0285,2015-02-04,14.007872,41.704994,,669.8,river_overflow,0
FI0286,2024-04-29,14.23831,41.80771,,35.2,drainage_failure,0
FI0287,2023-12-10,14.105296,41.71326,11.4,112.2,drainage_failure,0
FI0288,2023-06-27,14.303284,41.635428,7.8,79.0,river_overflow,0
FI0289,2018-07-03,14.337076,41.68467,79.0,931.7,drainage_failure,0
FI0290,2020-01-15,14.191251,41.648823,135.6,1423.1,drainage_failure,0
FI0291,2020-10-08,14.060562,41.693485,28.7,397.9,flash_flood,0
FI0292,2022-11-20,14.039948,41.7026,63.9,248.6,river_overflow,0
FI0293,2022-11-08,14.035255,41.695583,41.3,853.6,drainage_failure,0
FI0294,2019-11-10,14.037007,41.700181,77.9,1737.4,drainage_failure,0
FI0295,2018-03-10,13.97267,41.691569,41.8,336.3,drainage_failure,0
FI0296,2020-03-27,14.087147,41.707724,73.3,605.9,river_overflow,0
FI0297,2022-08-10,13.970662,41.691382,140.9,1671.1,drainage_failure,0
FI0298,2015-02-28,13.928972,41.729286,58.0,854.6,drainage_failure,0
FI0299,2024-05-11,13.9427,41.68448,65.6,1137.7,drainage_failure,0
FI0300,2015-07-21,14.01479,41.80676,70.2,365.0,flash_flood,1
FI0301,2024-07-31,14.084679,41.70451,54.4,1457.7,river_overflow,0
FI0302,2017-10-08,13.947836,41.726774,31.9,198.6,river_overflow,0
FI0303,2021-08-10,14.227604,41.686432,37.1,666.7,flash_flood,0
FI0304,2023-06-30,14.325724,41.637892,27.9,430.4,flash_flood,0
FI0305,2019-04-17,13.892692,41.807422,28.2,109.4,river_overflow,0
FI0306,2019-08-23,14.011777,41.706684,69.6,1638.7,flash_flood,0
FI0307,2019-12-28,13.919289,41.800751,42.4,277.5,river_overflow,0
FI0308,2016-10-25,14.086679,41.707663,35.9,346.0,drainage_failure,0
FI0309,2019-07-11,13.947254,41.722059,14.0,64.6,river_overflow,0
FI0310,2017-03-25,13.991783,41.722422,51.9,1390.6,drainage_failure,0
FI0311,2020-12-11,13.986897,41.722544,51.1,874.0,drainage_failure,0
FI0312,2024-03-10,14.12058,41.681976,39.5,1187.3,river_overflow,0
FI0313,2017-09-05,14.047644,41.690793,56.7,879.5,river_overflow,0
FI0314,2024-09-25,14.007601,41.712478,152.1,338.0,flash_flood,0
FI0315,2017-09-10,14.165629,41.653906,32.7,595.1,river_overflow,0
FI0316,2022-11-07,14.025035,41.707864,37.9,148.7,river_overflow,0
FI0317,2019-04-17,13.984252,41.717379,85.3,1475.2,flash_flood,0
FI0318,2024-01-17,14.04273,41.697615,5.0,77.8,river_overflow,0
FI0319,2021-11-25,13.905881,41.822478,57.9,1093.5,flash_flood,0
FI0320,2020-05-12,14.163196,41.654962,59.3,993.6,river_overflow,0
FI0321,2016-01-26,14.177294,41.633278,53.9,659.0,river_overflow,0
FI0322,2023-04-22,13.952445,41.682068,61.0,1267.1,coastal_surge,1
FI0323,2021-01-07,14.231729,41.860962,6.7,40.4,drainage_failure,0
FI0324,2021-09-09,14.035533,41.702199,18.0,163.8,river_overflow,0
FI0325,2023-03-04,13.991661,41.722674,67.0,727.6,flash_flood,0
FI0326,2020-09-06,14.047834,41.697846,27.6,281.8,coastal_surge,0
FI0327,2023-01-23,13.951343,41.803253,11.2,96.6,river_overflow,0
FI0328,2018-01-09,14.151622,41.638146,92.4,355.2,coastal_surge,0
FI0329,2024-09-14,14.035604,41.701301,31.9,212.2,river_overflow,0
FI0330,2022-08-26,13.907557,41.812269,17.8,257.9,flash_flood,0
FI0331,2020-04-17,14.150642,41.631016,71.8,2114.5,flash_flood,0
FI0332,2020-07-20,13.975517,41.804169,52.4,804.8,drainage_failure,1
FI0333,2019-01-12,13.931101,41.727743,61.2,941.6,river_overflow,0
FI0334,2018-05-22,13.954228,41.716973,25.7,219.0,flash_flood,0
FI0335,2015-11-11,13.909826,41.80612,27.3,527.5,drainage_failure,0
FI0336,2020-10-08,13.950469,41.685493,113.3,1443.3,flash_flood,0
FI0337,2019-07-03,13.90014,41.820701,48.0,831.2,river_overflow,0
FI0338,2018-12-20,14.047934,41.694588,51.9,1503.5,flash_flood,1
FI0339,2020-10-25,13.990171,41.722083,18.6,128.1,drainage_failure,0
FI0340,2019-08-03,14.01621,41.820162,37.5,803.9,river_overflow,0
FI0341,2020-01-26,13.94344,41.680438,23.5,448.4,river_overflow,0
FI0342,2021-05-17,13.953583,41.691235,165.4,2762.3,flash_flood,0
FI0343,2015-07-08,14.175736,41.634582,136.3,2636.1,coastal_surge,1
FI0344,2018-08-06,14.127891,41.651289,5.7,49.1,river_overflow,0
FI0345,2018-06-19,13.884346,41.771005,18.7,237.5,river_overflow,0
FI0346,2017-04-16,14.049864,41.694931,48.3,538.2,flash_flood,0
FI0347,2023-10-28,14.344206,41.567161,6.5,86.4,drainage_failure,0
FI0348,2016-02-10,13.947355,41.787382,123.0,1009.4,drainage_failure,0
FI0349,2024-08-31,13.962029,41.718552,11.6,69.8,river_overflow,0
FI0350,2016-09-01,14.034349,41.697337,61.1,1350.8,flash_flood,0
FI0351,2016-02-29,13.993724,41.718367,10.9,174.6,river_overflow,0
FI0352,2016-07-07,14.052655,41.690733,5.0,59.6,coastal_surge,0
FI0353,2016-11-30,13.901238,41.822412,59.8,905.3,drainage_failure,0
FI0354,2021-05-23,14.048637,41.705038,93.9,1050.6,river_overflow,0
FI0355,2021-03-10,13.890487,41.78225,93.7,1345.8,flash_flood,0
FI0356,2019-05-31,14.001498,41.715753,61.3,2328.7,drainage_failure,0
FI0357,2021-09-06,14.224221,41.640878,81.1,1120.3,drainage_failure,1
FI0358,2023-02-19,13.960368,41.774432,49.9,-1.0,river_overflow,0
FI0359,2017-10-10,14.050396,41.702728,112.0,496.2,flash_flood,0
FI0360,2019-02-27,13.994337,41.703575,50.8,243.9,river_overflow,0
FI0361,2021-06-10,14.079267,41.696718,55.9,425.7,drainage_failure,0
FI0362,2017-09-02,14.048254,41.694087,37.0,537.4,river_overflow,0
