station_id,date,pm25_ugm3,rainfall_mm,temp_c
ST004,2023-01-01,10.34,94.7,6.08
ST004,2023-02-01,10.57,151.6,7.42
ST004,2023-03-01,14.9,92.3,11.0
ST004,2023-04-01,11.06,75.8,14.3
ST004,2023-05-01,10.91,45.0,18.68
ST004,2023-06-01,6.67,40.7,22.52
ST004,2023-07-01,3.76,14.8,24.47
ST004,2023-08-01,7.73,-999.0,22.08
ST004,2023-09-01,7.3,29.5,18.22
ST004,2023-10-01,11.67,37.8,14.75
ST004,2023-11-01,14.6,106.7,9.57
ST004,2023-12-01,15.57,80.2,8.69
ST004,2024-01-01,,107.4,5.87
ST004,2024-02-01,10.04,134.9,7.93
ST004,2024-03-01,12.01,47.4,11.83
ST004,2024-04-01,9.31,77.6,14.28
ST004,2024-05-01,7.48,32.6,18.37
ST004,2024-06-01,6.71,32.6,23.26
ST004,2024-07-01,6.7,13.3,23.19
ST004,2024-08-01,6.66,24.5,22.04
ST004,2024-09-01,8.38,47.5,19.65
ST004,2024-10-01,12.73,48.6,14.99
ST004,2024-11-01,,55.2,9.15
ST004,2024-12-01,9.32,79.0,6.97
ST005,2022-01-01,10.61,123.7,3.21
ST005,2022-02-01,7.57,87.4,5.69
ST005,2022-03-01,4.92,140.3,8.89
ST005,2022-04-01,5.53,87.8,11.74
ST005,2022-05-01,2.28,57.8,15.4
ST005,2022-06-01,3.15,74.8,18.78
ST005,2022-07-01,3.93,50.2,20.1
ST005,2022-08-01,,42.0,16.28
ST005,2022-09-01,3.74,82.8,16.49
ST005,2022-10-01,5.88,101.9,12.49
ST005,2022-11-01,4.85,79.7,8.0
ST005,2022-12-01,,110.2,5.03
ST005,2023-01-01,13.87,139.2,3.67
ST005,2023-02-01,9.72,150.7,5.12
ST005,2023-03-01,7.57,172.5,6.79
ST005,2023-04-01,7.87,50.9,10.92
ST005,2023-05-01,5.31,33.1,15.97
ST005,2023-06-01,1.48,21.2,19.25
ST005,2023-07-01,4.59,49.8,20.94
ST005,2023-08-01,6.09,54.8,20.51
ST005,2023-09-01,5.14,69.2,16.67
ST005,2023-10-01,8.71,-999.0,11.13
ST005,2023-11-01,6.18,114.5,8.51
ST005,2023-12-01,10.78,128.5,3.72
ST005,2024-01-01,11.72,120.4,4.05
ST005,2024-02-01,10.73,73.1,4.32
ST005,2024-03-01,6.83,96.0,7.83
ST005,2024-04-01,6.59,65.7,9.42
ST005,2024-05-01,4.65,63.3,16.83
ST005,2024-06-01,1.55,23.6,19.66
ST005,2024-07-01,4.96,-999.0,20.89
ST005,2024-08-01,4.54,38.3,18.81
ST005,2024-09-01,,59.9,15.57
ST005,2024-10-01,7.39,166.0,11.14
ST005,2024-11-01,8.1,85.3,7.76
ST005,2024-12-01,7.92,71.1,3.73
ST006,2022-01-01,13.07,61.5,3.49
ST006,2022-02-01,,148.1,3.81
ST006,2022-03-01,8.73,62.7,8.83
ST006,2022-04-01,6.41,72.0,9.99
ST006,2022-05-01,3.43,63.8,16.23
ST006,2022-06-01,4.41,34.0,20.49
ST006,2022-07-01,1.54,41.4,21.54
ST006,2022-08-01,6.54,28.7,18.3
ST006,2022-09-01,3.86,55.5,16.54
ST006,2022-10-01,9.55,71.7,10.55
ST006,2022-11-01,7.8,80.9,8.05
ST006,2022-12-01,12.35,156.5,4.44
ST006,2023-01-01,9.62,144.1,3.82
ST006,2023-02-01,11.97,85.5,3.81
ST006,2023-03-01,11.95,83.2,8.68
ST006,2023-04-01,8.19,62.7,12.78
ST006,2023-05-01,1.34,-999.0,16.46
ST006,2023-06-01,10.03,69.8,20.52
ST006,2023-07-01,2.66,48.0,20.06
ST006,2023-08-01,6.21,43.8,19.37
ST006,2023-09-01,6.05,33.7,16.25
ST006,2023-10-01,7.64,96.7,12.18
ST006,2023-11-01,6.85,139.6,8.11
ST006,2023-12-01,15.5,127.2,4.86
ST006,2024-01-01,11.34,81.5,3.83
ST006,2024-02-01,14.23,55.2,4.22
ST006,2024-03-01,11.24,116.7,7.11
ST006,2024-04-01,8.02,-999.0,12.68
ST006,2024-05-01,6.24,60.1,15.91
ST006,2024-06-01,6.85,25.0,18.1
ST006,2024-07-01,4.39,45.6,19.92
ST006,2024-08-01,3.48,50.6,18.78
ST006,2024-09-01,1.29,52.7,16.73
ST006,2024-10-01,5.54,69.2,10.45
ST006,2024-11-01,11.49,58.1,6.45
ST006,2024-12-01,12.94,87.7,4.29
ST007,2022-01-01,9.15,98.3,0.34
ST007,2022-02-01,9.14,86.0,3.88
ST007,2022-03-01,4.57,144.6,6.05
ST007,2022-04-01,,91.3,11.11
ST007,2022-05-01,5.31,39.2,15.03
ST007,2022-06-01,5.99,22.7,16.79
ST007,2022-07-01,3.88,33.2,19.69
ST007,2022-08-01,1.79,66.7,17.56
ST007,2022-09-01,3.13,-999.0,15.42
ST007,2022-10-01,4.09,139.2,8.0
ST007,2022-11-01,5.34,233.0,6.92
ST007,2022-12-01,12.67,250.7,6.77
ST007,2023-01-01,9.12,114.0,2.75
ST007,2023-02-01,8.55,124.4,1.65
ST007,2023-03-01,,183.6,7.26
ST007,2023-04-01,8.26,112.2,12.07
ST007,2023-05-01,3.07,60.5,17.43
ST007,2023-06-01,1.0,47.9,17.02
ST007,2023-07-01,1.0,27.9,18.5
ST007,2023-08-01,1.0,44.9,18.04
ST007,2023-09-01,5.31,47.7,12.91
ST007,2023-10-01,6.24,75.3,10.03
ST007,2023-11-01,2.95,101.5,5.52
ST007,2023-12-01,10.64,194.3,4.15
ST007,2024-01-01,7.01,115.4,3.51
ST007,2024-02-01,12.32,263.2,1.68
ST007,2024-03-01,5.71,161.8,5.87
ST007,2024-04-01,2.82,82.6,10.41
ST007,2024-05-01,3.68,104.0,16.01
ST007,2024-06-01,2.04,20.6,17.11
ST007,2024-07-01,1.86,44.9,19.1
ST007,2024-08-01,1.16,49.1,18.3
ST007,2024-09-01,4.6,111.2,15.92
ST007,2024-10-01,5.65,111.8,10.14
ST007,2024-11-01,10.44,71.8,6.52
ST007,2024-12-01,11.76,138.7,2.67
ST008,2022-01-01,11.72,116.7,4.75
ST008,2022-02-01,13.2,150.6,4.4
ST008,2022-03-01,6.51,61.4,8.03
ST008,2022-04-01,6.39,-999.0,11.74
ST008,2022-05-01,,39.2,16.58
ST008,2022-06-01,4.14,41.7,18.74
ST008,2022-07-01,7.99,14.6,21.21
ST008,2022-08-01,1.0,41.3,18.98
ST008,2022-09-01,1.75,56.2,15.52
ST008,2022-10-01,7.05,60.2,12.89
ST008,2022-11-01,10.69,129.6,7.5
ST008,2022-12-01,11.91,108.0,3.01
ST008,2023-01-01,13.94,99.3,2.38
ST008,2023-02-01,10.72,273.6,4.87
ST008,2023-03-01,8.37,105.2,8.58
ST008,2023-04-01,6.82,57.8,11.94
ST008,2023-05-01,7.42,70.5,15.5
ST008,2023-06-01,5.53,23.6,18.22
ST008,2023-07-01,1.0,52.4,22.41
ST008,2023-08-01,6.01,47.1,21.34
ST008,2023-09-01,3.02,41.0,17.02
ST008,2023-10-01,8.6,99.0,13.69
ST008,2023-11-01,11.89,77.7,7.85
ST008,2023-12-01,10.27,66.9,3.6
ST008,2024-01-01,12.59,-999.0,4.4
ST008,2024-02-01,6.89,103.1,6.56
ST008,2024-03-01,7.67,61.8,6.89
ST008,2024-04-01,5.64,76.8,11.62
ST008,2024-05-01,2.5,-999.0,17.66
ST008,2024-06-01,3.52,62.7,19.72
ST008,2024-07-01,5.45,33.6,19.85
ST008,2024-08-01,2.8,21.5,19.01
ST008,2024-09-01,2.3,43.2,15.53
ST008,2024-10-01,,92.6,10.95
ST008,2024-11-01,10.46,122.4,8.39
ST008,2024-12-01,8.78,62.7,5.64
ST009,2022-01-01,13.6,72.8,4.04
ST009,2022-02-01,8.16,104.1,4.21
ST009,2022-03-01,10.44,57.4,7.72
ST009,2022-04-01,6.67,87.5,13.2
ST009,2022-05-01,10.12,-999.0,18.01
ST009,2022-06-01,3.35,40.7,21.28
ST009,2022-07-01,4.62,44.8,22.34
ST009,2022-08-01,6.04,-999.0,17.11
ST009,2022-09-01,4.06,54.2,17.08
ST009,2022-10-01,10.28,-999.0,13.23
ST009,2022-11-01,11.21,83.0,7.96
ST009,2022-12-01,11.82,98.9,5.53
ST009,2023-01-01,11.77,88.3,5.84
ST009,2023-02-01,15.11,-999.0,4.43
ST009,2023-03-01,11.73,111.6,7.19
ST009,2023-04-01,12.47,72.9,12.44
ST009,2023-05-01,10.24,42.2,15.13
ST009,2023-06-01,3.53,48.2,20.02
ST009,2023-07-01,1.88,18.9,20.44
ST009,2023-08-01,4.41,56.2,20.01
ST009,2023-09-01,4.32,73.1,18.57
ST009,2023-10-01,7.83,152.4,14.76
ST009,2023-11-01,11.4,142.2,6.87
ST009,2023-12-01,14.36,-999.0,3.94
ST009,2024-01-01,7.31,80.2,5.79
ST009,2024-02-01,9.98,49.9,5.77
ST009,2024-03-01,13.59,107.1,6.18
ST009,2024-04-01,8.36,65.2,12.01
ST009,2024-05-01,4.06,56.8,16.18
ST009,2024-06-01,6.09,46.1,18.69
ST009,2024-07-01,3.47,32.9,19.67
ST009,2024-08-01,9.32,45.1,19.46
ST009,2024-09-01,8.97,45.2,17.1
ST009,2024-10-01,10.32,83.7,11.33
ST009,2024-11-01,8.74,197.3,7.62
ST009,2024-12-01,14.04,107.8,5.46
ST010,2022-01-01,7.61,63.2,3.87
ST010,2022-02-01,10.13,343.6,5.85
ST010,2022-03-01,10.2,99.7,9.71
ST010,2022-04-01,11.65,82.2,13.39
ST010,2022-05-01,5.99,79.2,16.36
ST010,2022-06-01,6.07,47.6,19.52
ST010,2022-07-01,4.48,45.2,22.24
ST010,2022-08-01,4.05,18.1,19.98
ST010,2022-09-01,9.71,46.4,15.93
ST010,2022-10-01,10.46,55.6,11.38
ST010,2022-11-01,,92.5,8.67
ST010,2022-12-01,10.75,101.8,5.68
ST010,2023-01-01,11.76,113.1,4.83
ST010,2023-02-01,13.4,229.6,5.19
ST010,2023-03-01,9.49,149.1,6.53
ST010,2023-04-01,6.46,103.4,12.17
ST010,2023-05-01,4.84,40.0,15.52
ST010,2023-06-01,2.06,32.7,19.75
ST010,2023-07-01,4.46,20.8,21.04
ST010,2023-08-01,5.27,71.5,18.66
ST010,2023-09-01,4.75,90.4,17.94
ST010,2023-10-01,9.25,68.2,12.44
ST010,2023-11-01,10.08,130.8,9.14
ST010,2023-12-01,11.13,50.7,4.74
ST010,2024-01-01,10.95,208.2,3.09
ST010,2024-02-01,9.29,81.1,5.17
ST010,2024-03-01,4.5,84.6,8.36
ST010,2024-04-01,9.7,107.3,11.76
ST010,2024-05-01,6.22,58.2,15.83
ST010,2024-06-01,,46.5,20.15
ST010,2024-07-01,5.73,17.2,21.26
ST010,2024-08-01,1.32,61.4,20.7
ST010,2024-09-01,7.93,55.3,18.46
ST010,2024-10-01,6.99,94.8,11.95
ST010,2024-11-01,9.67,96.7,9.52
ST010,2024-12-01,14.57,53.6,6.2
ST011,2022-01-01,13.23,88.7,6.76
ST011,2022-02-01,9.14,-999.0,8.45
ST011,2022-03-01,7.19,50.4,9.72
ST011,2022-04-01,4.88,77.2,15.3
ST011,2022-05-01,7.55,37.9,20.08
ST011,2022-06-01,5.38,29.9,22.68
ST011,2022-07-01,,26.0,23.59
ST011,2022-08-01,2.88,-999.0,22.81
ST011,2022-09-01,6.4,27.1,18.94
ST011,2022-10-01,5.95,37.6,16.13
ST011,2022-11-01,9.04,71.1,9.52
ST011,2022-12-01,11.97,100.1,8.54
ST011,2023-01-01,14.68,70.7,6.48
ST011,2023-02-01,10.76,66.8,7.43
ST011,2023-03-01,8.05,61.3,10.89
ST011,2023-04-01,8.78,24.4,15.29
ST011,2023-05-01,7.44,32.8,21.25
ST011,2023-06-01,1.0,29.4,22.53
ST011,2023-07-01,5.21,13.8,23.94
ST011,2023-08-01,5.61,36.3,21.9
ST011,2023-09-01,6.22,38.3,19.45
ST011,2023-10-01,2.67,30.5,16.69
ST011,2023-11-01,6.52,38.5,10.01
ST011,2023-12-01,12.15,52.6,7.39
ST011,2024-01-01,14.43,89.7,7.09
ST011,2024-02-01,12.31,107.8,9.01
ST011,2024-03-01,9.46,83.3,12.11
ST011,2024-04-01,8.16,-999.0,16.16
ST011,2024-05-01,6.83,45.4,20.46
ST011,2024-06-01,1.0,20.3,22.5
ST011,2024-07-01,5.35,11.6,22.27
ST011,2024-08-01,2.82,-999.0,21.16
ST011,2024-09-01,5.13,20.2,19.57
ST011,2024-10-01,8.25,39.9,15.11
ST011,2024-11-01,8.86,67.0,10.67
ST011,2024-12-01,11.99,107.1,5.6
ST012,2022-01-01,11.64,145.9,4.71
ST012,2022-02-01,10.68,84.8,7.72
ST012,2022-03-01,,56.2,8.78
ST012,2022-04-01,9.18,-999.0,15.38
ST012,2022-05-01,4.85,29.1,18.58
ST012,2022-06-01,6.05,23.0,19.76
ST012,2022-07-01,5.58,26.1,22.13
ST012,2022-08-01,5.57,20.5,21.13
ST012,2022-09-01,7.68,63.4,19.42
ST012,2022-10-01,10.97,123.3,14.29
ST012,2022-11-01,7.22,64.7,9.02
ST012,2022-12-01,7.6,106.3,6.55
ST012,2023-01-01,11.27,91.9,4.43
ST012,2023-02-01,11.62,65.9,6.14
ST012,2023-03-01,12.85,111.8,9.4
ST012,2023-04-01,7.13,40.4,14.61
ST012,2023-05-01,3.02,81.7,19.5
ST012,2023-06-01,3.98,27.7,20.73
ST012,2023-07-01,5.55,25.7,21.05
ST012,2023-08-01,1.0,21.8,19.66
ST012,2023-09-01,4.94,43.3,20.01
ST012,2023-10-01,8.33,59.7,13.7
ST012,2023-11-01,12.43,76.9,10.38
ST012,2023-12-01,14.85,-999.0,7.02
ST012,2024-01-01,12.75,100.2,7.05
ST012,2024-02-01,15.55,149.8,8.42
ST012,2024-03-01,11.54,76.7,9.25
ST012,2024-04-01,,91.8,14.08
ST012,2024-05-01,6.73,38.0,18.11
ST012,2024-06-01,6.35,29.9,20.59
ST012,2024-07-01,1.0,30.0,22.67
ST012,2024-08-01,1.0,27.2,21.62
ST012,2024-09-01,8.99,60.3,17.99
ST012,2024-10-01,6.9,69.9,14.21
ST012,2024-11-01,7.98,115.5,11.13
ST012,2024-12-01,,78.9,8.19
ST013,2022-01-01,12.57,73.3,4.83
ST013,2022-02-01,12.53,171.0,7.84
ST013,2022-03-01,8.44,99.4,9.07
ST013,2022-04-01,7.67,73.8,14.55
ST013,2022-05-01,4.78,33.5,17.21
ST013,2022-06-01,6.73,47.7,21.13
ST013,2022-07-01,4.01,30.5,22.41
ST013,2022-08-01,2.09,44.1,22.08
ST013,2022-09-01,3.17,62.4,18.22
ST013,2022-10-01,9.29,84.1,13.92
ST013,2022-11-01,7.89,-999.0,9.59
ST013,2022-12-01,7.41,180.9,7.96
ST013,2023-01-01,11.19,117.8,5.44
ST013,2023-02-01,10.08,68.4,6.6
ST013,2023-03-01,,172.2,12.13
ST013,2023-04-01,7.21,32.6,13.37
ST013,2023-05-01,6.36,19.0,17.17
ST013,2023-06-01,3.79,23.9,21.4
ST013,2023-07-01,1.3,25.2,24.76
ST013,2023-08-01,1.46,42.0,22.28
ST013,2023-09-01,4.92,-999.0,17.78
ST013,2023-10-01,10.07,33.4,13.42
ST013,2023-11-01,12.09,78.7,11.15
ST013,2023-12-01,10.31,141.4,5.75
ST013,2024-01-01,14.55,329.2,4.45
ST013,2024-02-01,11.07,80.0,7.21
ST013,2024-03-01,9.79,83.0,10.3
ST013,2024-04-01,1.15,70.8,13.68
ST013,2024-05-01,6.42,-999.0,17.7
ST013,2024-06-01,1.0,18.7,20.4
ST013,2024-07-01,4.67,53.0,21.72
ST013,2024-08-01,6.59,27.0,18.36
ST013,2024-09-01,5.1,40.8,19.34
ST013,2024-10-01,8.18,62.7,14.76
ST013,2024-11-01,7.07,76.8,9.33
ST013,2024-12-01,10.94,92.7,7.04
ST014,2022-01-01,9.7,56.4,4.11
ST014,2022-02-01,12.15,116.8,6.91
ST014,2022-03-01,5.63,72.8,10.08
ST014,2022-04-01,9.19,135.7,13.21
ST014,2022-05-01,8.31,58.3,18.59
ST014,2022-06-01,4.89,37.3,21.33
ST014,2022-07-01,7.34,13.1,20.78
ST014,2022-08-01,8.8,42.9,21.82
ST014,2022-09-01,8.22,31.9,18.53
ST014,2022-10-01,,54.8,15.38
ST014,2022-11-01,8.86,40.6,9.77
ST014,2022-12-01,12.3,162.2,7.59
ST014,2023-01-01,11.97,133.6,5.92
ST014,2023-02-01,10.14,128.6,7.16
ST014,2023-03-01,13.76,56.0,11.33
ST014,2023-04-01,8.9,74.6,12.96
ST014,2023-05-01,4.91,28.0,19.23
ST014,2023-06-01,8.26,21.5,19.93
ST014,2023-07-01,3.47,17.5,22.38
ST014,2023-08-01,5.55,29.3,21.56
ST014,2023-09-01,9.15,37.2,18.45
ST014,2023-10-01,7.56,86.7,13.57
ST014,2023-11-01,14.2,73.9,8.69
ST014,2023-12-01,13.15,46.2,5.92
ST014,2024-01-01,13.43,135.3,7.09
ST014,2024-02-01,12.2,-999.0,5.32
ST014,2024-03-01,9.11,-999.0,10.42
ST014,2024-04-01,5.82,55.9,14.37
ST014,2024-05-01,2.7,49.8,18.54
ST014,2024-06-01,4.92,31.8,20.74
ST014,2024-07-01,4.9,22.9,24.77
ST014,2024-08-01,3.06,24.5,20.87
ST014,2024-09-01,3.63,26.3,17.67
ST014,2024-10-01,5.87,100.4,13.45
ST014,2024-11-01,8.11,83.9,9.59
ST014,2024-12-01,13.7,45.1,6.85
ST015,2022-01-01,15.37,104.3,7.9
ST015,2022-02-01,10.51,60.4,6.1
ST015,2022-03-01,11.55,97.5,11.03
ST015,2022-04-01,10.4,83.4,15.93
ST015,2022-05-01,9.23,59.3,21.23
ST015,2022-06-01,,38.9,22.75
ST015,2022-07-01,9.16,27.7,25.39
ST015,2022-08-01,7.88,32.0,22.06
ST015,2022-09-01,7.58,42.7,20.51
ST015,2022-10-01,7.41,44.5,15.69
ST015,2022-11-01,15.2,88.0,10.26
ST015,2022-12-01,13.46,48.2,7.58
ST015,2023-01-01,14.22,46.4,6.68
ST015,2023-02-01,9.34,88.9,11.04
ST015,2023-03-01,10.66,67.4,10.81
ST015,2023-04-01,7.28,37.1,15.23
ST015,2023-05-01,3.9,43.3,20.01
ST015,2023-06-01,6.88,35.2,22.47
ST015,2023-07-01,,29.5,22.81
ST015,2023-08-01,10.64,20.7,22.27
ST015,2023-09-01,12.31,48.5,18.65
ST015,2023-10-01,9.01,51.7,16.61
ST015,2023-11-01,10.16,40.9,11.14
ST015,2023-12-01,14.57,70.6,7.47
ST015,2024-01-01,16.69,86.2,7.33
ST015,2024-02-01,11.14,86.8,9.86
ST015,2024-03-01,12.86,70.6,12.12
ST015,2024-04-01,6.15,61.6,15.07
ST015,2024-05-01,7.19,30.1,17.63
ST015,2024-06-01,4.0,33.3,22.65
ST015,2024-07-01,11.67,21.3,24.69
ST015,2024-08-01,9.75,-999.0,21.91
ST015,2024-09-01,13.17,43.5,18.76
ST015,2024-10-01,6.34,77.7,17.51
ST015,2024-11-01,13.3,68.4,11.53
ST015,2024-12-01,12.44,73.3,6.74
ST016,2022-01-01,14.57,88.3,5.33
ST016,2022-02-01,12.65,116.9,5.83
ST016,2022-03-01,3.97,131.6,10.14
ST016,2022-04-01,9.83,74.6,13.65
ST016,2022-05-01,6.81,42.9,16.24
ST016,2022-06-01,4.11,34.4,20.63
ST016,2022-07-01,5.1,37.1,21.78
ST016,2022-08-01,5.1,43.5,20.69
ST016,2022-09-01,5.15,47.0,18.66
ST016,2022-10-01,12.18,34.1,11.39
ST016,2022-11-01,13.38,60.2,8.07
ST016,2022-12-01,14.08,76.7,4.39
ST016,2023-01-01,11.55,60.2,4.52
ST016,2023-02-01,,83.2,4.01
ST016,2023-03-01,9.48,69.0,8.1
ST016,2023-04-01,7.74,62.9,12.65
ST016,2023-05-01,3.34,53.3,16.2
ST016,2023-06-01,3.7,27.9,19.9
ST016,2023-07-01,4.73,55.9,22.54
ST016,2023-08-01,,27.6,19.83
ST016,2023-09-01,,61.8,16.58
ST016,2023-10-01,8.92,54.4,12.86
ST016,2023-11-01,13.16,34.1,8.68
ST016,2023-12-01,11.13,60.4,5.31
ST016,2024-01-01,12.2,69.9,4.72
ST016,2024-02-01,12.41,138.7,4.88
ST016,2024-03-01,12.0,107.8,8.76
ST016,2024-04-01,11.48,57.4,11.77
ST016,2024-05-01,4.4,41.5,17.61
ST016,2024-06-01,5.32,35.2,20.91
ST016,2024-07-01,5.38,55.3,21.38
ST016,2024-08-01,6.45,30.8,19.48
ST016,2024-09-01,9.34,58.0,17.64
ST016,2024-10-01,,70.8,13.21
ST016,2024-11-01,7.85,108.2,8.16
ST016,2024-12-01,12.68,149.2,5.07
ST017,2022-01-01,,65.2,7.46
ST017,2022-02-01,16.44,98.0,9.15
ST017,2022-03-01,18.32,64.7,12.8
ST017,2022-04-01,13.85,56.4,14.61
ST017,2022-05-01,13.08,38.3,21.71
ST017,2022-06-01,12.67,37.8,23.63
ST017,2022-07-01,8.33,27.0,24.21
ST017,2022-08-01,6.79,17.7,23.56
ST017,2022-09-01,9.64,-999.0,19.81
ST017,2022-10-01,14.53,38.7,16.14
ST017,2022-11-01,13.57,140.5,11.03
ST017,2022-12-01,13.4,101.8,8.15
ST017,2023-01-01,18.68,53.4,6.01
ST017,2023-02-01,12.05,60.7,7.68
ST017,2023-03-01,15.69,57.1,11.32
ST017,2023-04-01,13.31,70.7,16.58
ST017,2023-05-01,14.9,27.4,19.47
ST017,2023-06-01,8.91,23.3,21.81
ST017,2023-07-01,6.89,32.5,24.84
ST017,2023-08-01,9.19,29.5,21.84
ST017,2023-09-01,10.15,21.5,21.26
ST017,2023-10-01,14.74,56.7,15.76
ST017,2023-11-01,14.59,58.2,11.34
ST017,2023-12-01,17.23,66.4,10.62
ST017,2024-01-01,16.99,50.0,5.37
ST017,2024-02-01,14.44,96.2,8.6
ST017,2024-03-01,13.4,40.1,10.86
ST017,2024-04-01,14.71,38.1,15.34
ST017,2024-05-01,11.29,20.3,20.13
ST017,2024-06-01,8.88,45.9,24.62
ST017,2024-07-01,7.6,33.3,24.37
ST017,2024-08-01,,17.2,23.31
ST017,2024-09-01,8.82,56.4,19.29
